nose_dist,neck_dist,tail_dist,min_pairwise_dist,b_body_len,w_body_len,b_facing_toward_w,w_facing_toward_b,b_nose_speed,w_nose_speed,nose_approach_velocity,relative_dist_change,nose_dist_roll5_mean,nose_dist_roll5_min,nose_dist_roll5_std,approach_in_window,y_true,y_pred,y_proba_close,frame_idx,filename
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,698,frame_000698.jpg
,,,,,321.76206685353696,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0012207822221430478,699,frame_000699.jpg
,,,,792.780791833162,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0010891639910789066,700,frame_000700.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,701,frame_000701.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,702,frame_000702.jpg
,,,,,795.3215966071822,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0007697243449794669,703,frame_000703.jpg
955.8716217855184,736.2656941913276,,736.2656941913276,346.0949851454862,,,,0.0,955.8716217855184,0.0,0.0,955.8716217855184,955.8716217855184,0.0,0,0,0,0.023607072910634234,704,frame_000704.jpg
,,,,,,,,0.0,0.0,0.0,0.0,955.8716217855184,955.8716217855184,0.0,0,0,0,0.00027982663674581596,705,frame_000705.jpg
,,,,,,,,0.0,0.0,0.0,0.0,955.8716217855184,955.8716217855184,0.0,0,0,0,0.00027982663674581596,706,frame_000706.jpg
,,,,,,,,0.0,0.0,0.0,0.0,955.8716217855184,955.8716217855184,0.0,0,0,0,0.00027982663674581596,707,frame_000707.jpg
,,,,,200.14276921294223,,,0.0,0.0,0.0,0.0,955.8716217855184,955.8716217855184,0.0,0,0,0,6.860135231635449e-05,708,frame_000708.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,709,frame_000709.jpg
,,,,178.76093711186147,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004765270147973768,710,frame_000710.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,711,frame_000711.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,712,frame_000712.jpg
,,,,,792.7181394448911,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0007697243449794669,713,frame_000713.jpg
,,,,,253.79410558159483,,,0.0,737.9938449311262,0.0,0.0,,,0.0,0,0,0,0.0018715065282887053,714,frame_000714.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,715,frame_000715.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,716,frame_000716.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,717,frame_000717.jpg
,,,,211.31640931076356,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004765270147973768,718,frame_000718.jpg
843.4717704194504,810.9576110651967,416.034969982304,416.034969982304,503.83192000715263,113.74707801686408,-0.6970801397369724,-0.9177139798980904,839.1087862578063,0.0,0.0,0.0,843.4717704194504,843.4717704194504,0.0,0,0,0,4.106869837589726e-05,719,frame_000719.jpg
,,,,,,,,0.0,0.0,0.0,0.0,843.4717704194504,843.4717704194504,0.0,0,0,0,0.00027982663674581596,720,frame_000720.jpg
,,,,174.24830613763518,,,,0.0,0.0,0.0,0.0,843.4717704194504,843.4717704194504,0.0,0,0,0,9.846192441740136e-05,721,frame_000721.jpg
572.7349768755577,586.3098333524848,381.7221808859792,381.7221808859792,211.03994296361992,909.9056108005242,-0.8654123472523815,-0.3053133302740841,18.642137563383937,0.0,0.0,0.0,708.103373647504,572.7349768755577,191.43982263158884,0,0,0,0.051379766883167526,722,frame_000722.jpg
,,,,85.86530590369179,,,,39.04340419654624,0.0,0.0,0.0,708.103373647504,572.7349768755577,191.43982263158884,0,0,0,9.846192441740136e-05,723,frame_000723.jpg
,,,,,,,,0.0,0.0,0.0,0.0,572.7349768755577,572.7349768755577,0.0,1,0,0,0.00027982663674581596,724,frame_000724.jpg
,,,,,,,,0.0,0.0,0.0,0.0,572.7349768755577,572.7349768755577,0.0,1,0,0,0.00027982663674581596,725,frame_000725.jpg
843.6506795517439,878.7916488228502,350.90228659747163,350.90228659747163,843.6506795517439,350.90228659747163,-0.9469420089476612,-0.6347335680108338,0.0,0.0,0.0,0.0,708.1928282136507,572.7349768755577,191.56633049224985,1,1,0,0.3790837352640693,726,frame_000726.jpg
,,,,,,,,0.0,0.0,0.0,0.0,843.6506795517439,843.6506795517439,0.0,0,0,0,0.00027982663674581596,727,frame_000727.jpg
,,,,,,,,0.0,0.0,0.0,0.0,843.6506795517439,843.6506795517439,0.0,0,0,0,0.00027982663674581596,728,frame_000728.jpg
,,,,,,,,0.0,0.0,0.0,0.0,843.6506795517439,843.6506795517439,0.0,0,0,0,0.00027982663674581596,729,frame_000729.jpg
,,,,,,,,0.0,0.0,0.0,0.0,843.6506795517439,843.6506795517439,0.0,0,0,0,0.00027982663674581596,730,frame_000730.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,731,frame_000731.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,732,frame_000732.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,733,frame_000733.jpg
909.9577700106404,,,909.9577700106404,909.9577700106404,,,,0.0,0.0,0.0,0.0,909.9577700106404,909.9577700106404,0.0,0,1,1,0.8794171079493678,734,frame_000734.jpg
,,,,,,,,0.0,0.0,0.0,0.0,909.9577700106404,909.9577700106404,0.0,0,0,0,0.00027982663674581596,735,frame_000735.jpg
,,,,,,,,0.0,0.0,0.0,0.0,909.9577700106404,909.9577700106404,0.0,0,0,0,0.00027982663674581596,736,frame_000736.jpg
,,,,,,,,0.0,0.0,0.0,0.0,909.9577700106404,909.9577700106404,0.0,0,0,0,0.00027982663674581596,737,frame_000737.jpg
497.9261061922482,496.5619156119621,524.0709144984054,496.5619156119621,213.95886365251775,168.20470918293643,-0.6353356888977528,0.964691139903,0.0,0.0,0.0,0.0,703.9419381014443,497.9261061922482,291.35038354956095,0,0,0,4.7239560957604965e-05,738,frame_000738.jpg
,,,,,,,,0.0,525.099989017759,0.0,0.0,497.9261061922482,497.9261061922482,0.0,1,0,0,0.0008859574090854901,739,frame_000739.jpg
,,,,,,,,0.0,0.0,0.0,0.0,497.9261061922482,497.9261061922482,0.0,1,0,0,0.0008859574090854901,740,frame_000740.jpg
,,,,,,,,0.0,0.0,0.0,0.0,497.9261061922482,497.9261061922482,0.0,1,0,0,0.0008859574090854901,741,frame_000741.jpg
,,,,,,,,0.0,0.0,0.0,0.0,497.9261061922482,497.9261061922482,0.0,1,0,0,0.0008859574090854901,742,frame_000742.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,743,frame_000743.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,744,frame_000744.jpg
,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,745,frame_000745.jpg
,,,,,251.37450943100384,,,0.0,157.4971142048683,0.0,0.0,,,0.0,0,0,0,0.0012030902611636083,746,frame_000746.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,747,frame_000747.jpg
,,,,,158.71633048139924,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,748,frame_000748.jpg
,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.006720672966257254,749,frame_000749.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,750,frame_000750.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,751,frame_000751.jpg
,,,,,228.15793648739324,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0012030902611636083,752,frame_000752.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,753,frame_000753.jpg
,,,,,642.8485922766852,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.001054000583955436,754,frame_000754.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,755,frame_000755.jpg
,,,,,691.1852640675781,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0008783304254662454,756,frame_000756.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,757,frame_000757.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,758,frame_000758.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,759,frame_000759.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,760,frame_000760.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,761,frame_000761.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,762,frame_000762.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,763,frame_000763.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,764,frame_000764.jpg
,525.8374100450363,,525.8374100450363,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.3026030316810525,765,frame_000765.jpg
,,,,,190.67534438669296,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,766,frame_000766.jpg
,,,,,198.1313773694193,,,0.0,272.7705830477286,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,767,frame_000767.jpg
735.3615722852088,623.4034690732177,468.7803672359136,468.7803672359136,226.2264022546941,167.9277608978262,-0.7357219354013069,-0.6442297276121036,0.0,386.1507000492384,0.0,0.0,735.3615722852088,735.3615722852088,0.0,0,0,0,4.019557283645876e-05,768,frame_000768.jpg
,,,,,,,,0.0,0.0,0.0,0.0,735.3615722852088,735.3615722852088,0.0,0,0,0,0.00027982663674581596,769,frame_000769.jpg
,,,,,754.3812378445269,,,0.0,0.0,0.0,0.0,735.3615722852088,735.3615722852088,0.0,0,0,0,0.000122976827571704,770,frame_000770.jpg
,,,,,,,,0.0,0.0,0.0,0.0,735.3615722852088,735.3615722852088,0.0,0,0,0,0.00027982663674581596,771,frame_000771.jpg
,,,,,,,,0.0,0.0,0.0,0.0,735.3615722852088,735.3615722852088,0.0,0,0,0,0.00027982663674581596,772,frame_000772.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,773,frame_000773.jpg
686.7043711887189,637.6196622759635,536.6311287447544,536.6311287447544,151.70518630829196,0.0,-0.9894054731247306,0.8565536332871145,0.0,0.0,0.0,0.0,686.7043711887189,686.7043711887189,0.0,1,0,0,0.00011217488100224236,774,frame_000774.jpg
,,,,,,,,0.0,0.0,0.0,0.0,686.7043711887189,686.7043711887189,0.0,1,0,0,0.00027982663674581596,775,frame_000775.jpg
,,,,,,,,0.0,0.0,0.0,0.0,686.7043711887189,686.7043711887189,0.0,1,0,0,0.00027982663674581596,776,frame_000776.jpg
,0.0,830.8638572667136,0.0,327.59449291291253,,,,0.0,0.0,0.0,0.0,686.7043711887189,686.7043711887189,0.0,1,0,0,0.03478259582254648,777,frame_000777.jpg
,,,,,,,,0.0,0.0,0.0,0.0,686.7043711887189,686.7043711887189,0.0,0,0,0,0.00027982663674581596,778,frame_000778.jpg
,,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004765270147973768,779,frame_000779.jpg
,,,,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004765270147973768,780,frame_000780.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,781,frame_000781.jpg
,,700.3551478716041,700.3551478716041,700.3551478716041,,,,0.0,0.0,0.0,0.0,,,0.0,0,1,1,0.9917763626390135,782,frame_000782.jpg
,,,,780.5668673035865,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0010891639910789066,783,frame_000783.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,784,frame_000784.jpg
181.11874031128423,224.786780195566,648.6998100663718,181.11874031128423,162.9965421928089,956.7320091148304,-0.833220834571488,0.9194639153368646,0.0,0.0,0.0,0.0,181.11874031128423,181.11874031128423,0.0,0,0,0,0.0010387100496054354,785,frame_000785.jpg
,,,,,,,,507.15356698989535,0.0,0.0,0.0,181.11874031128423,181.11874031128423,0.0,0,0,0,0.0005703370711770688,786,frame_000786.jpg
,,,,,,,,0.0,0.0,0.0,0.0,181.11874031128423,181.11874031128423,0.0,0,0,0,0.000526869394241404,787,frame_000787.jpg
,,,,,,,,0.0,0.0,0.0,0.0,181.11874031128423,181.11874031128423,0.0,0,0,0,0.000526869394241404,788,frame_000788.jpg
,,,,,,,,0.0,0.0,0.0,0.0,181.11874031128423,181.11874031128423,0.0,0,0,0,0.000526869394241404,789,frame_000789.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,790,frame_000790.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,791,frame_000791.jpg
,,701.7443456001804,701.7443456001804,,701.7443456001804,,,0.0,0.0,0.0,0.0,,,0.0,0,1,1,0.9967821939607462,792,frame_000792.jpg
,289.43760003933465,553.2619260923267,289.43760003933465,,278.2565158559158,,,0.0,0.0,0.0,0.0,,,0.0,0,1,0,0.04770280097831457,793,frame_000793.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,794,frame_000794.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,795,frame_000795.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,796,frame_000796.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,797,frame_000797.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,798,frame_000798.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,799,frame_000799.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,800,frame_000800.jpg
,,,,,787.1194472974439,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0007697243449794669,801,frame_000801.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,802,frame_000802.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,803,frame_000803.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,804,frame_000804.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,805,frame_000805.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,806,frame_000806.jpg
,,,,,450.82719577429344,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0011209008230931993,807,frame_000807.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,808,frame_000808.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,809,frame_000809.jpg
,,,,,183.406346688119,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,810,frame_000810.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,811,frame_000811.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,812,frame_000812.jpg
,,649.6533205498104,649.6533205498104,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002776706869716613,813,frame_000813.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,814,frame_000814.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,815,frame_000815.jpg
,,,,,204.9561467512711,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,816,frame_000816.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,817,frame_000817.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,818,frame_000818.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,819,frame_000819.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,820,frame_000820.jpg
,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,821,frame_000821.jpg
,,,,,887.6410571829496,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0007288275480131208,822,frame_000822.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,823,frame_000823.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,824,frame_000824.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,825,frame_000825.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,826,frame_000826.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,827,frame_000827.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,828,frame_000828.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,829,frame_000829.jpg
,,,,,135.50800701695024,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,830,frame_000830.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,831,frame_000831.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,832,frame_000832.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,833,frame_000833.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,834,frame_000834.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,835,frame_000835.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,836,frame_000836.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,837,frame_000837.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,838,frame_000838.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,839,frame_000839.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,840,frame_000840.jpg
,,,,747.7002565071152,,,,241.0263210383673,0.0,0.0,0.0,,,0.0,0,0,0,0.0010891639910789066,841,frame_000841.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,842,frame_000842.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,843,frame_000843.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,844,frame_000844.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,845,frame_000845.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,846,frame_000846.jpg
,,553.8884620165064,553.8884620165064,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.1528713447612308,847,frame_000847.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,848,frame_000848.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,849,frame_000849.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,850,frame_000850.jpg
,,,,,452.0329812253324,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0011209008230931993,851,frame_000851.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,852,frame_000852.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,853,frame_000853.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,854,frame_000854.jpg
,800.1484111878242,,800.1484111878242,,176.03607997894449,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.003841713960213321,855,frame_000855.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,856,frame_000856.jpg
,,,,,265.20623927926727,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0014266562970500433,857,frame_000857.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,858,frame_000858.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,859,frame_000859.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,860,frame_000860.jpg
,,331.95073885208416,331.95073885208416,,229.25384030873465,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.21598604384679215,861,frame_000861.jpg
,,,,,157.30592443606864,,,0.0,265.713098039254,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,862,frame_000862.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,863,frame_000863.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,864,frame_000864.jpg
,,,,419.5862019461902,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0009928136593825847,865,frame_000865.jpg
,,,,581.7824268808956,,,,419.5862019461902,0.0,0.0,0.0,,,0.0,0,0,0,0.0011883541250344552,866,frame_000866.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,867,frame_000867.jpg
223.0888013542566,235.61095648109372,,223.0888013542566,133.18088275390585,,,,0.0,0.0,0.0,0.0,223.0888013542566,223.0888013542566,0.0,0,0,0,0.0009862362180526822,868,frame_000868.jpg
,,,,,,,,0.0,502.4532112007518,0.0,0.0,223.0888013542566,223.0888013542566,0.0,0,0,0,0.0005772017272724455,869,frame_000869.jpg
,,,,98.46661171718128,,,,0.0,0.0,0.0,0.0,223.0888013542566,223.0888013542566,0.0,0,0,0,0.00010737605353132291,870,frame_000870.jpg
,,,,,,,,0.0,0.0,0.0,0.0,223.0888013542566,223.0888013542566,0.0,0,0,0,0.000526869394241404,871,frame_000871.jpg
,,,,,,,,0.0,0.0,0.0,0.0,223.0888013542566,223.0888013542566,0.0,0,0,0,0.000526869394241404,872,frame_000872.jpg
,,,,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.0004737202882239458,873,frame_000873.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,874,frame_000874.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,875,frame_000875.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,876,frame_000876.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,877,frame_000877.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,878,frame_000878.jpg
,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0,0,0,0.002432783282845945,879,frame_000879.jpg
